Timestamp,Fwd Packet Length Mean,Fwd PSH Flags,SYN Flag Count,Fwd Segment Size Avg,Subflow Fwd Packets,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Seg Size Min,Label
6775,0.0,0.0,0.0,0.0,0.0,0.02887006942854963,0.015976195925841152,0.0,0
6775,0.0,0.0,0.0,0.0,0.0,0.03031967650873579,0.015976195925841152,0.0,0
6775,0.0,0.0,0.0,0.0,0.0,0.03126573586633097,0.015976195925841152,0.0,0
6775,0.0,0.0,0.0,0.0,0.0,0.030640115968566414,0.015976195925841152,0.0,0
6779,0.007157947061016528,0.0,0.2857142857142857,0.007157947061016528,0.0,0.22278171969176777,0.013931486991683834,0.0,0
6774,0.2812689541087113,0.0,0.0,0.2812689541087113,0.0,0.32260624093995577,0.1270008392462043,0.0,0
6776,0.05233316764011433,1.0,0.0,0.05233316764011433,0.0,0.040283817807278556,0.029266803997863737,0.0,0
6782,0.3693136158402883,0.0,0.0,0.3693136158402883,0.0,0.040283817807278556,0.04531929503318837,0.0,0
6780,0.15901025917181558,0.0,0.0,0.15901025917181558,0.0,0.22317845426108188,0.08218509193560693,0.0,0
6776,0.041147149386255744,1.0,0.0,0.041147149386255744,0.0,0.02887006942854963,0.019043259327077136,0.0,0
6776,0.09424262089852119,1.0,0.0,0.09424262089852119,0.0,0.040283817807278556,0.0396429388876173,0.0,0
6781,0.03173025143944327,1.0,0.0,0.03173025143944327,0.0,0.034439612420843826,0.018371862363622492,0.0,0
6786,0.0,0.0,0.0,0.0,0.0,0.031662470435645074,0.016998550392919812,0.0,0
6787,0.0,0.0,0.0,0.0,0.0,0.040283817807278556,0.02989242389562829,0.0,0
6778,0.1735802162296508,1.0,0.0,0.1735802162296508,0.0,0.040283817807278556,0.040283817807278556,0.0,0
6790,0.0,0.0,0.0,0.0,0.0,0.018020904859998473,0.03268482490272374,0.0,0
6812,0.0,0.0,0.0,0.0,0.0,0.031662470435645074,0.016998550392919812,0.0,0
6813,0.0,0.0,0.0,0.0,0.0,0.040283817807278556,0.02989242389562829,0.0,0
6817,0.0,0.0,0.0,0.0,0.0,0.018020904859998473,0.03268482490272374,0.0,0
6797,0.2772903272223189,0.0,0.0,0.2772903272223189,0.0,0.32260624093995577,0.1270008392462043,0.0,0
6801,0.0,0.0,0.0,0.0,0.0,0.040283817807278556,0.029266803997863737,0.0,0
6805,0.0,0.0,0.0,0.0,0.0,0.040283817807278556,0.019043259327077136,0.0,0
6808,0.0,0.0,0.0,0.0,0.0,0.03723201342793927,0.018371862363622492,0.0,0
6802,0.21142454745037903,0.0,0.0,0.21142454745037903,0.0,0.040283817807278556,0.04531929503318837,0.0,0
6814,0.0,0.0,0.0,0.0,0.0,0.040283817807278556,0.040283817807278556,0.0,0
6804,0.14310923325462904,0.0,0.0,0.14310923325462904,0.0,0.22317845426108188,0.08218509193560693,0.0,0
6807,0.0,0.0,0.0,0.0,0.0,0.040283817807278556,0.0396429388876173,0.0,0
6837,0.0,0.0,0.0,0.0,0.0,0.040283817807278556,0.0396429388876173,0.0,0
