0,1,2,3,4,5,6,7,8,9,Predicted_Label
-1.8142614806277388,-0.005870647147665815,0.3193557963367076,-0.4957569110543048,-0.021977236569217882,-0.06102186392619615,-0.20031126407110128,-0.11091530176282838,-0.11869016299419274,-0.03310239386198135,0
-1.6483136246480952,0.14926541606486363,-1.0335995095785198,-0.14021402206705627,-0.023913403592373494,0.289271415020416,-0.14118838425775088,-0.24389103339999038,0.06825725700663622,0.13391041164421144,0
-1.5419231265112885,0.3976686311544563,-0.16035924110246114,0.6361595378457326,0.18890871182757524,-0.5767474040999166,0.23348269354738227,-0.11418636942901866,-0.10696853319345372,0.23911801964732804,0
-1.254969948763381,0.8889484729600992,-0.37966726416581953,0.5771399693551759,-0.35486715735450297,0.6449059129797787,0.14007898108868913,-0.24762682881773976,0.20989988597476433,0.14237884011375407,0
-1.7332843981913166,0.15712772356588078,0.4741498605796191,-0.3917375839952034,-0.10693612250886868,0.0917438612429419,-0.09035648399922977,-0.1291098375993748,-0.023363779146575874,-0.08897262079702492,0
-1.5642377472012872,0.3616610127653562,-0.1652065147275349,0.6110370051027378,0.2497397172373732,-0.599238750246668,0.23342239789232413,-0.1317919301681677,-0.09128921737093398,-0.2494886134804821,0
-1.5469827327194914,0.5381491301725578,0.6817361223705247,0.5060310870691199,-0.01801571887910421,-0.45987471172203936,-0.30885478180494985,-0.20769377322885973,-0.2587500676889148,-0.33254123705462607,0
-1.2853684293823973,0.8938758570136308,0.03535980151564976,0.6821965172170689,0.3391453217427979,-0.652410418243677,0.08442663169372931,0.034946217278942995,0.04975545353969252,0.14210407789389343,0
-1.7885580479256225,0.047523243623690876,0.3686793233588231,-0.4751529669545587,-0.03765291049503119,-0.03361556598741496,-0.20810572246028386,-0.10586046866043129,-0.028420690774652167,-0.05290281176244353,0
-1.6289900207435561,0.14646327898689765,-0.9828841044347384,-0.1044113597877369,-0.030921479688860498,0.2823345521078884,-0.18666516886200857,-0.18905695298489675,0.018607736246192868,-0.0716783301801242,0
-1.7854924395898246,-0.06878364882924043,-0.4644547055818557,-0.26610101833157507,0.2283155045730363,-0.22720458657766818,0.34053731184248004,-0.06443881223462983,0.12260729177491993,0.09054111346327419,0
-1.6816634461183968,0.26290864235637895,0.5901863100823418,-0.36369829517097946,-0.18636764344760204,0.2168752200349597,-0.04187359593159878,-0.12262907252923715,0.14724514492110902,-0.12573963464504534,0
-1.6878663732077415,0.23972690331309876,0.504852675120689,-0.2667432644828011,-0.16293814060764164,0.04759372549230802,-0.11972546341620756,-0.11226629525372299,-0.05845740651873854,0.36821162697736665,0
